GeneID	SL	SP	XL	XP
Bra012188	3.25498	2.47931	3.04717	0.58801
Bra012189	0	0	0	0
Bra012190	0.256426162	1.46664904	0.39740004	8.9470397
Bra012191	22.1380058	24.394838	22.0411003	30.88126
Bra012192	0.19883	0.617462	0.387153	0.432321
Bra012193	0	0	0	0
Bra012194	0	0	0	0
Bra012195	0	0	0	0
Bra012196	0	0	0	0
Bra012197	197.69948	122.368358	194.815614	102.8383541
Bra012198	0.028771	0.50141071	0.0455382	2.2023107
Bra012199	190.418	302.326	222.722	304.986
Bra012200	0	0.00524171	0	0.00897617
Bra012201	3.5634785	5.352023	4.216113	5.3829393
Bra012202	0	0	0	0.0615053
Bra012203	5.752466	29.971366	25.573935	83.812247
Bra012204	0.257818	0.415138	0.228381	0.376485
Bra012205	11.5464948	6.522732	10.56637744	7.22137
Bra012206	4.1181378	6.524009	4.4653869	8.8006881
Bra012207	0	0.451328	0.185491	0.143271
Bra012208	0	0	0	0
Bra012209	0.167726339	1.238803427	0.2318769	1.94459922
Bra012210	0.421726	0.16182169	0.3266777	0.244434
Bra012211	0	0	0	0.00531785
Bra012212	0	0	0	0
Bra012213	0	0	0	0
Bra012214	0	0	0	0
Bra012215	0	0	0	0
Bra012216	0	0.0266626	0	0
Bra012217	0.12643321086	0.84988044437	0.11112309972	0.28083982516
Bra012218	147.13521	58.77336	235.0917	20.99505
Bra012219	0.00897029	0.0231237	0.0115689	0.00243403
Bra012220	0.253219	0.1995444	0.2123265	0.137848
Bra012221	0	0.498887	0.0668426	0.831919
Bra012222	0.367507	0.2502914	0.344033	0.22378386
Bra012223	137.707897	63.662184	105.856907	59.257027
Bra012224	0	0.021676	0	0.0115495
Bra012225	2.017482	5.87552	4.25743	15.95778
Bra012226	0.571786	6.9595	4.5423	21.06238
Bra012227	0	0	0	0
Bra012228	2.5646313	2.46066551	2.5403307	2.07783190525
Bra012229	57.5673	53.9053	56.8848	58.253
Bra012230	252.7028	561.4658	262.7923	698.5076
Bra012231	0	1.56101	0.078029	4.92596
Bra012232	0.10556532959	3.2224595	0.303467	9.8243493
Bra012233	2.2124453	3.5690176	0.5755248	8.148106
Bra012234	0	0	0	0
Bra012235	30.419492	28.89475	28.457393	25.3593
Bra012236	0.0281845	0.680616	0.0325786	0.771622
Bra012237	0	0	0	0.0281977
Bra012238	523.46327	338.505542	556.4810584	673.477897
Bra012239	0.0860303	0.247801	0.0301433	0.188365
Bra012240	0	0	0	0
Bra012241	0.610171	0.7038984	0.81524297	1.0647058
Bra012242	0	0.0364269	0	0
Bra012243	4.838779	8.700334	5.1258837767	6.103781
Bra012244	88.891808	110.214468	99.15862	132.275464
Bra012245	0	0	0	0.00981554
Bra012246	0	0	0	0
Bra012247	29.7995493	19.059802	25.625871	17.1328333
Bra012248	5.6134853	6.612379	4.3986154	3.8976105
Bra012249	23.388915	22.88415	28.703949	32.082157
Bra012250	0	0	0	0
Bra012251	10.8284	12.3474	7.38896	65.0464
Bra012252	0.159582	2.5955425	0.2233	10.8835019
Bra012253	0.00780268	0.045235462346	0.3324494	0.5724246809
Bra012254	3.3689998	11.667662	3.6996161	3.4234126
Bra012255	10.676921	10.664968	9.2122175	9.1783729
Bra012256	0.0270485	0.0633744	0.0494537	0.117066
Bra012257	2.2951391	4.37312723	1.8136844	3.7316842
Bra012258	0.24023040085	1.6570579	0.6042707	4.957602
Bra012259	113.06727	103.98543	145.23882	198.58243
Bra012260	19.283704	11.52920292	15.7187824	13.4756
Bra012261	0.0106909	0.04433202734	0.0133893	0.6439394
Bra012262	0	0	0	0
Bra012263	0.0151169	0.6038742	0.0522315	1.1034292
Bra012264	0.131694	0.694416	0.313337	1.29876
Bra012265	0	0	0	0
Bra012266	0.128169	0.250676	0.143616	0.616446
Bra012267	0.4411169	3.3113354	0.2888094	3.3058166
Bra012268	0.1818274	3.417259	0.1051125	2.133922
Bra012269	0.4566426	13.63164	1.643544	18.85445
Bra012270	0.150489	0.114904	0.1152952	0.0911491
Bra012271	0.0447844	0.546822	0.134421	2.34869
Bra012272	0.01377415	0.30142	0.0292951	0.14097952789
Bra012273	2.749019	5.322959	2.372661	2.6671942
Bra012274	5.6416038988	0.17627820518	6.8910618895	0.172112
Bra012275	17.899887	18.665607	16.987932	18.243836
Bra012276	0	0	0	0
Bra012277	0	0	0	0
Bra012278	0	0.115598	0	0.830032
Bra012279	43.8764743	21.581473	39.449292	23.290228
Bra012280	4.4678766	5.352745	6.13495	9.42548
Bra012281	0	0	0	0
Bra012282	5.08343	27.93071	19.52739	60.659103
Bra012283	0	0	0	26.7746
Bra012284	0	0	0	0
Bra012285	0	0	0	0
Bra012286	0	0.0824658	0.0195228	0.0866575
Bra012287	6.44629	4.2587	5.75503	14.0596
Bra012288	22.621491	19.3082992858	20.734109	17.928827
Bra012289	31.71737	25.97166	26.986227	20.783577
Bra012290	37.498881	34.11504709	31.49117	21.358745
Bra012291	0	0	0	0
Bra012292	0	0	0	0
Bra012293	67.28803	41.79314	65.5029	42.91937
Bra012294	0.220517	1.167745	1.2863418	5.901269
Bra012295	0.05211416028	0.0815172	0.05059474175	0.482389
Bra012296	4.95258	6.66916	6.14397	9.26857
Bra012297	0.42661449672	8.296507	0.1781034928	17.390354
Bra012298	0.4927	4.25751	0.737544	9.17192
Bra012299	1.49352	4.381257	2.073751	5.20807
Bra012300	0	0	0	0
Bra012301	0	0	0	0
Bra012302	0	0.00705822	0	0
Bra012303	29.039282	26.422872	26.697711	20.274125
Bra012304	0	0.0346875	0.0101993	0.119017
Bra012305	15.689757	13.390311	15.497749382	9.261733
Bra012306	10.006	16.4378	13.5655	13.6943
Bra012307	0	0	0	0
Bra012308	0	0	0	0
Bra012309	5.472301	9.648511	7.982711	6.403
Bra012310	0	0	0	0
Bra012311	0	0.0115027	0.0337956	0.0272329
Bra012312	10.8241715	12.0437991	10.8230277	12.3210578
Bra012313	0	0	0	0
Bra012314	0.036492	1.44576	0.0951068	0.433865
Bra012315	0.0505033021	0.323394	0.0199131	1.843567
Bra012316	0	0	0	0
Bra012317	0.5110208	2.364556	0.8667248	1.1087365
Bra012318	61.4182926	65.082131	96.7322853	122.630411
Bra012319	19.433116	33.74932	19.509344	38.571388
Bra012320	67.87127	41.826512	68.273877	50.625743
Bra012321	3.636632	2.084199	3.778693	2.702838
Bra012322	1.771549	1.299507	9.104304	2.3170017
Bra012323	3.0943821	2.4823	6.616669	2.9378198
Bra012324	0	1.251435	0.08246247	2.3229993
Bra012325	86.6235	81.15053	91.59379	85.72141
Bra012326	0	0	0	0
Bra012327	110.095903	94.6544407	112.1854587	120.4209457
Bra012328	0	0	0	0
Bra012329	0.118882681638	0	0	0.00386041
Bra012330	0	0	0	0
Bra012331	12.891176	13.186698	13.317825	12.517363
Bra012332	0	0	0	0
Bra012333	0.0155423	0	0	0
Bra012334	7.079707	5.88554	2.501901	12.04836
Bra012335	0	0	0.0998016	0
Bra012336	0	0.066239	0	0
Bra012337	40.36135	54.19223	45.94318	12.737469
Bra012338	10.662814	8.1641834	7.9210995	6.0380537
Bra012339	2.216858	4.998144	3.289886	6.99931
Bra012340	0.5137542	3.491192	1.7671849	26.084561
Bra012341	3.04756	5.10482	2.56353	4.08554
Bra012342	5.0667912258	5.57092	5.565084	5.435937
Bra012343	0	0.0188993	0.0177788	0.0348052
Bra012344	0	0	0	0
Bra012345	0.793598	3.82473	0.755057	6.55674
Bra012346	62.55512	75.92267	68.75333	85.22314
Bra012347	4.925557	6.9001581	4.9074803	5.266149
Bra012348	2.28313	2.85534	0.471928	2.31148
Bra012349	0	0.0183019	0.00782087	0.0160162
Bra012350	126.7128749	77.2752957	111.98217	51.31809
Bra012351	0	0	0	0
Bra012352	1.41673	1.23365	1.47345	1.46106
Bra012353	0.976544	8.28006	0.814564345609	7.9269215
Bra012354	0.159462	0.0264972	0	0.0664322
Bra012355	3.135312	3.732461	4.172285	3.347921
Bra012356	11.094	22.0928	36.448	29.4775
Bra012357	0.0114128	0.0208261	0	0.117656
Bra012358	23.80775	20.363039	42.09947	24.260624
Bra012359	7.814165	18.363353	15.686402	108.453621
Bra012360	0.4246718	0.6370419	0.4349372	1.4433507
Bra012361	0	0	0	0
Bra012362	39.58578	24.49027	25.633044	8.6661709
Bra012363	0	0	0	0.0430347
Bra012364	0.023542	1.64783	0.0230549	6.016528
Bra012365	24.088987	17.736223	20.353599	14.354881
Bra012366	0.170149	1.5497	3.08907	7.07038
Bra012367	0.863148	0.549296	0.614985	0.4993
Bra012368	12.0480282	10.779969	11.044809	8.29314
Bra012369	0	0	0.00761801	0.0219535
Bra012370	667.61	480.854	846.541	799.429
Bra012371	0.0329398	1.4778874	0.188607	6.92931
Bra012372	0	0	0	0
Bra012373	0	0	0	0
Bra012374	3.0413312	3.62315	2.8347124	4.899668
Bra012375	0.0430401	1.0251178	0.0261231	2.900635
Bra012376	261.69873	255.5996	252.29152	274.09134
Bra012377	0	0	0	0
Bra012378	1.00771	1.96697	2.26003	20.7306
Bra012379	1.20512e-06	0.110416	0.0295891	0.808866
Bra012380	0.0938032	0.7080836	0.3741676	1.8730909
Bra012381	0	0	0	0
Bra012382	0	0	0	0
Bra012383	0	0	0	0.00167976
Bra012384	0	0.00529447	0	0.0165573
Bra012385	184.387	201.336	126.394	81.5123
Bra012386	3.663614	1.7941028	2.9341992136	0.980878
Bra012387	11.0376	8.12819	12.2768	12.4067
Bra012388	0.9473128	1.724092	1.467648	5.503027
Bra012389	0	0.0305848	0.00379017	0.0481893
Bra012390	8.2385	5.82658	5.55816	4.24466
Bra012391	0	0	0	0
Bra012392	0	0	0	0
Bra012393	23.1332392	16.6530205	19.680902	14.5234076
Bra012394	0	0	0	0
Bra012395	4.248493	4.8978656	2.063117	1.143801
Bra012396	0	0	0	0
Bra012397	0	0	0	0
Bra012398	10.62922	5.25074	6.23356	0.3379842
Bra012399	0	0	0	0
Bra012400	0	0	0	0
Bra012401	5.3490775	3.8715408	5.8836344	1.8709351
Bra012402	0.276932	0.228252	0.217831	0.148108
Bra012403	35.361987	56.446972	32.764594	37.978381
Bra012404	0.0188578	0	0.0158575	0.0209306
Bra012405	0.0572547	0.0650781	0.174053	0.0711187
Bra012406	0	0	0	0
Bra012407	1.764564	2.34478	1.638386	1.536594
Bra012408	3.943028	3.378221	3.657237	2.49753
Bra012409	144.1255	55.12749	133.2058	35.24301
Bra012410	0	0	0	0
Bra012411	96.6545051	57.505575	77.78101648	13.5327251
Bra012412	0	0	0	0
Bra012413	0	0	0	0
Bra012414	4.58312	1.25617	2.59978	0.0294596
Bra012415	33.139884	41.28291	33.08656	34.93425
Bra012416	0.53007395	1.4798332	0.0926323	2.0115435
Bra012417	148.769	145.774	82.3233	108.171
Bra012418	30.6108002	28.7387676	28.6699503	48.4945088
Bra012419	0	0	0	0
Bra012420	0	0	0	0
Bra012421	9.1309341	7.9490996	8.5411651	7.2327245
Bra012422	149.0469	52.3115	112.4139	37.87455
Bra012423	10.727051	9.036518	9.796276	5.429147
Bra012424	0	0	0	0
Bra012425	0.0219106	0	0	0.0270144
Bra012426	0.0606268	0.0397282	0.00918082	0.00906222
Bra012427	0	0.00383953	0	0
Bra012428	0	0	0	0
Bra012429	0	0	0	0
Bra012430	5.92297	6.77359	7.87155	5.79193
Bra012431	0.0251162	0.223309	0	0.3820995
Bra012432	0.413101	0.078206	0.88516	0.139141
Bra012433	3.542909	0.8526029	3.890431	0.3212713
Bra012434	0.893074	0.70132	1.39367	1.05964
Bra012435	24.74506	16.42239	43.72804	7.314112
Bra012436	0.0268513	0.170728	0.00174572	0.232918
Bra012437	32.206396	19.84992	30.350496	21.156782
Bra012438	0.0650088	0.0590492	0.026927	0.0813628
Bra012439	0.141104	1.9442547	0.4204257	8.064946
Bra012440	6.464533	6.0024502	5.1743848	3.5690869
Bra012441	0.0600509	7.65055	0.978765	1.05093
Bra012442	0	0	0	0
Bra012443	17.962808	12.459184	19.1736	16.189378
Bra012444	14.902578	16.099285	17.048265	18.8248832
Bra012445	0.2763618123	0.617665	0.30856838746	6.1061072
Bra012446	0.162805	0.17849	0.140721	0.0405562
Bra012447	45.860333	36.791457	49.641117	48.8544569
Bra012448	22.999337	25.579621	8.598683	5.119012483
Bra012449	5.713139	3.3769	5.687355	3.474753
Bra012450	0.01192167287	1.1181924114	0.057484538	1.0252116
Bra012451	0.102982	4.52507	0.428614	7.03239
Bra012452	0.0120648	0.364709	0.0289029	0.247449
Bra012453	0	0	0	0
Bra012454	0	0	0	0
Bra012455	0.00942339	0.0249396	0.0181697	0.0573025
Bra012456	15.387196	20.140568	15.342451	20.407408
Bra012457	0	0	0	0
Bra012458	1.1458082	0.928541	1.830052	9.285817
Bra012459	1.198478	1.1578501	1.1141072	1.17735048
Bra012460	5.461053	4.48154	4.872425	5.075164
Bra012461	0	0	0	0
Bra012462	1.8214275	5.6626373	3.181396	6.6463291975
Bra012463	3.0560542	3.674151	1.33246	3.20652
Bra012464	5.9705947	6.397804	4.6537168	4.9380009
Bra012465	7.8180964	8.41504179	7.68812459	8.5196264
Bra012466	0	0	0	0
Bra012467	19.369136	14.40627	21.625323	15.507548
Bra012468	0.442335	0.309067	0.278566	0.422151
Bra012469	5.168236	8.4475926	4.89126725	4.901206058
Bra012470	57.425961	42.4372667	52.15005	41.1157532
Bra012471	0.229213	0.245227	0.08357177	0.237691
Bra012472	0.06443	1.03088	0.1782	1.98122659
Bra012473	1.70777	2.23423	1.17633	3.55186
Bra012474	51.724667	28.165515	44.9579516	31.8185584
Bra012475	2.6314483	10.43742	27.615078	16.36924
Bra012476	98.6985	74.9089	64.0856	28.0352
Bra012477	0	0.592659	0.0702537	4.49344
Bra012478	21.147981	19.190359	20.385251	26.282275
Bra012479	1.540085	16.48917	9.26806	58.9214
Bra012480	2.2043857	1.2572832	2.0613607	2.7313324
Bra012481	18.8905	14.53376	19.94876	10.61879
Bra012482	0.013323	0.102736	0	0.454597
Bra012483	0	0	0	0
Bra012484	0.165092	0.407732	0	1.04646
Bra012485	0	0	0	0
Bra012486	22.570211	21.324779	22.091842	16.069776
Bra012487	3.4140278	11.303647	7.442089	4.342979
Bra012488	0	0	0	0
Bra012489	0	0	0	0.0832812
Bra012490	8.0355932	8.6712521	11.5913883	13.6659573
Bra012491	0	0.0123426	0	0
Bra012492	0.7029251557	13.1465783114	2.945425794	22.7616535
Bra012493	11.3580105	8.4853431	11.888036	11.705042
Bra012494	0	0.00828208	0	0.034317
Bra012495	0	0	0	0
Bra012496	34.9409	20.38296	28.7398	15.41163
Bra012497	0	0	0	0.0257399
Bra012498	0	2.60395	0	24.0182
Bra012499	0	0	0	0
Bra012500	0.010324040156	1.087566	0.00435391	2.803274
Bra012501	0	0	0	0
Bra012502	0	0	0	0
Bra012503	3.689334	5.6049838	3.2535476	4.268112
Bra012504	0.0490282	1.03861	0.0797598	4.77595
Bra012505	0	0.100899	0	0
Bra012506	73.840867	48.022364	69.357685	50.433002
Bra012507	2.1945707	2.99569437	2.9160974	4.00566
Bra012508	19.453923	17.727915	17.976351	14.533625
Bra012509	0	0.00516816	0	0
Bra012510	14.8542	27.9992	13.2592	24.2944
Bra012511	5.205426	0.6899839	6.2094705	0.13761695
Bra012512	4.188756	9.025521	6.031083	7.719626
Bra012513	7.12456305	2.5870727016	3.0065093	1.9400487
Bra012514	0	0	0	0
Bra012515	0	0	0	0
Bra012516	110.283936	119.87242	114.163545	134.543926
Bra012517	0	0	0	0
Bra012518	0	0	0.00969457	0
Bra012519	17.9567852	15.6534432	28.6626178	17.5688434
Bra012520	0	0	0	0.00761296
Bra012521	0.859474	1.5345859	1.5149225	1.788006
Bra012522	2.5675458	2.0264532	2.5957397	2.5078678
Bra012523	0.74116	0.839426	0.473233	0.597264
Bra012524	20.679922604	16.33660896	20.807066	19.3564061
Bra012525	0.040337	0.00988608	0.00979075	0.00203527
Bra012526	0	0.00284627	0	0
Bra012527	0	0	0	0
Bra012528	0.0303342	0.0193286	0.0398169	0.0365168
Bra012529	0	0	0	0
Bra012530	59.67352	44.01709	55.25686	30.39656
Bra012531	8.317154896	9.151634	8.369637978	7.6513542835
Bra012532	0	0.3873038027	0.184891	0.6626874
Bra012533	0	0	0	0
Bra012534	0	0	0	0
Bra012535	0	0	0	0
Bra012536	6.39637	6.00654	6.2601	3.647581
Bra012537	0	0	0	0
Bra012538	0	0	0	0
Bra012539	16.8355449	18.2055366	15.2054735	9.6021574
Bra012540	4.5763802	5.259832	3.6005534	4.73524
Bra012541	5.2933478	4.8818827	4.92687449	2.9987697
Bra012542	0.0619808	0.0923197	0.0197295	0.00802098
Bra012543	4.7111965	3.2675042	8.2818375	5.0059071
Bra012544	0.4566214	0.18356521	0.6551338	0.3964248
Bra012545	0.0149365	0.01176	0	0
Bra012546	0.0165433	0	0	0.0156725
Bra012547	0	0	0	0
Bra012548	0.101291	0.140527	0.011221	0.00359864
Bra012549	0	0	0	0
Bra012550	0	0	0	0
Bra012551	28.31013	54.26488	11.86356	35.10895
Bra012552	0.117477	0.178596	0.135486	0.165107
Bra012553	12.024730873	9.15471689	12.4164672	14.1112197
Bra012554	0.00564444	0	0	0
Bra012555	0.0184202	0.00675661	0.00767084	0
Bra012556	0	0	0	0
Bra012557	145.50949	105.80115	127.82735	77.62387
Bra012558	14.84922157	12.5832496862	17.603970424	10.9996504
Bra012559	0.0151416	0.0670225	0.017891	0.0246829
Bra012560	0	0.374841	0	0.788617
Bra012561	0	0	0	0
Bra012562	0	0	0	0.0406791
Bra012563	0.4739898	8.750685	0.9303293	14.047151
Bra012564	0.00301187	0	0	0
Bra012565	0	0	0	0
Bra012566	0	0	0	0
Bra012567	90.82347	58.594988	124.67257	31.117794
Bra012568	0	0	0	0
Bra012569	0	0	0	0
Bra012570	13.636718	22.51032	14.940754	38.99076
Bra012571	20.07125	69.82817	26.58935	76.64043
Bra012572	0.231136	0.369785	0.0671766	1.18626
Bra012573	0.00664735	0.00679101	0	0.0075585
Bra012574	0	0	0	0
Bra012575	0.084057	1.871333	0.2943985	1.767729
Bra012576	2.112382	1.08396	1.37512	0.381772869095
Bra012577	0	0.00425296	0	0
Bra012578	0.1474007	2.40720412	0.209863096	7.4706514
Bra012579	0	0	0	0
Bra012580	65.658313	65.32754	75.181879	95.97997
Bra012581	30.702914	21.518792	33.291794	19.402554
Bra012582	0	0.0191857	0	0.0511169
Bra012583	0.0547976	0.8168	0.146475	2.190168
Bra012584	8.28464	3.68359	1.362669	2.598954
Bra012585	0.0680694	0.0711367	0.0212464	0.05622
Bra012586	1.9610121	8.064999487	1.2695390856	11.18755
Bra012587	1.2858	4.04496	2.78882	0.719433
Bra012588	2.443277	6.29869	2.692094	1.936102
Bra012589	2.4688946	0.842040933	1.3603708183	0.4677410154
Bra012590	0.00896072	0.214629	0.0183076	0.41408
Bra012591	2.89124	3.1109	3.16856	4.78671
Bra012592	5.0718	0	0	0
Bra012593	1.62117	0	0	0
Bra012594	1.11268751833	1.1226937193	1.0394303	0.924268
Bra012595	5.990522	15.561793	12.5007042	28.552354
Bra012596	3.82292	3.63722	3.5645751	5.1565266
Bra012597	0.0176911	0.30550643	0.0742333	1.4170698
Bra012598	7.49339	10.81215	13.441	4.62106
Bra012599	72.343663	78.317712	65.131157	32.656075
Bra012600	11.08245	20.920658	13.725501	22.795995
Bra012601	9.5712	13.35647	11.41826	12.76123
Bra012602	0	0.170464	0.0483123	0.284328
Bra012603	0	0.0207693	0	0.0468348
Bra012604	0.0731882	1.9413381	0.111196	3.040283
Bra012605	0.501394	21.6675	0.316277	34.9884
Bra012606	9.6863398	9.693625676	8.786034	9.283025
Bra012607	0.14966142	1.4289737	0.683018	3.8658526
Bra012608	22.642307	16.841611	22.892035	17.134853
Bra012609	2.7368107835	1.4007217032	2.9419224	1.315857
Bra012610	0	0	0	0
Bra012611	0	0	0	0
Bra012612	9.058853	9.72198	8.489657	10.114632
Bra012613	13.118064	11.860601	11.598384	8.956152
Bra012614	1.332882	1.6564418	1.1413965	1.480633
Bra012615	1.716151	4.714992	3.189035	8.71866
Bra012616	322.41337	271.81737	362.95221	371.29091
Bra012617	0.26629991624	0.8041972	0.423265682	2.1387362
Bra012618	18.8812116	32.8187143	23.3746999753	38.4378111
Bra012619	14.4413	24.6449	21.0676	38.5317
Bra012620	29.1152138	17.7806853	26.5890134	15.3957636
Bra012621	0.0418931	0.8891312	0.107001	2.0724656
Bra012622	0	0	0	0
Bra012623	1.9063476	4.224813823	1.3217844828	7.9950364
Bra012624	0.034972007	1.4216734	0.03269367	6.201455
Bra012625	0	0	0	0
Bra012626	0	0.0755032	0.0202577	0.3699575
Bra012627	0.8480997	20.265659	2.2514284	12.694715
Bra012628	0.2074	0.042915952	0.179160589	0.0285939
Bra012629	0	0	0	0
Bra012630	0	0	0	0.00470605
Bra012631	2.7135143	3.3558077	2.763539	2.117572
Bra012632	17.92656	26.461905	18.598378	19.144729
Bra012633	0.64421816	2.131086	0.7585886	2.7837605
Bra012634	19.5199842697	12.771901	18.1721253391	11.6186242
Bra012635	43.5854	51.376	58.5136	46.7315
Bra012636	2.2106482	3.519608	3.1664384	3.9696641
Bra012637	21.7066732	17.5425634	21.05922381	18.896783
Bra012638	0	0.0278014	0.0336053	0.468085
Bra012639	0	0	0	0
Bra012640	0	0.387063	0.114151	2.5818305
Bra012641	0	0	0	0.0108787
Bra012642	32.740504	17.362271	22.319516	19.94242
Bra012643	5.6739449	3.1164796	4.072937	2.8768884
Bra012644	6.7034207	10.837354	9.8272219	15.9376977
Bra012645	12.7317926	8.276502	9.0449084	4.7546533
Bra012646	15.877001	10.520867	14.3936139	10.00116
Bra012647	0	0	0	0
Bra012648	0	0	0	0
Bra012649	0	0	0	0
Bra012650	11.53832	7.324145	9.24735	2.61436
Bra012651	22.63038	18.41628	39.49803	17.15114
Bra012652	0.717103	1.19602	0.588351	0.404562
Bra012653	13.80664585	11.6195355	13.0898449	11.5118128
Bra012654	2.16769	1.96499	1.97226	1.84062
Bra012655	4.520773	12.364714	6.7793445	30.088208
Bra012656	1.973408	2.049259	2.621223	3.576267
Bra012657	0	0	0.00500401	0.00407732
Bra012658	58.386303	44.59324	53.504803	34.293414
Bra012659	67.132534	49.440518	77.448693	75.113463
Bra012660	21.8059683	13.6833814	21.04020845	21.2067565
Bra012661	30.83838	25.62735	31.612848	18.737455
Bra012662	1.0046802	1.1526597	1.2366689	3.0325402
Bra012663	0.3158101	0.7674003	0.5985972	0.7846235
Bra012664	8.30417	9.72447	8.32699	7.91469
Bra012665	7.280432	12.901652	6.369765	11.193683
Bra012666	0	0	0	0
Bra012667	225.879293	192.516957	244.564591	221.207091
Bra012668	18.8246	19.80133	16.960133	15.50226
Bra012669	0.0725332	0.0775109	0.0509558	0
Bra012670	35.5354088	23.238743	32.1455862	24.5961072
Bra012671	42.45474	22.98764	30.52827	20.19693
Bra012672	3.13462	1.83442	1.48509	0.337438
Bra012673	0	0.247786	0	0.167901
Bra012674	0	0	0	0
Bra012675	112.57708	82.47517	87.48665	82.30822
Bra012676	28.12559	47.1972	38.65138	101.66025
Bra012677	30.3533	43.8875	42.3983	56.8946
Bra012678	5.737703	6.006998	5.8012679	4.61546528
Bra012679	0	0	0	0
Bra012680	0	0	0	0
Bra012681	0	0	0	0
Bra012682	6.9786687	2.9655775	8.1717743	6.7685211
Bra012683	32.365907	36.098223	34.7585294	45.2502762
Bra012684	0.0045328	0.13898366	0.0142326	0.891644
Bra012685	0	0.0599818	0	0.0419703
Bra012686	0	0.00507946	0.0204101	0.0223031
Bra012687	23.6431144	102.446847	28.2743171	214.98207
Bra012688	6.756585	5.646918	5.55824649	4.93259028
Bra012689	90.65676229	90.73079961	111.3931043	111.1204467
Bra012690	0.0324546	0.111063	0.101989	0.193251
Bra012691	4.2603181	6.8973633	4.8621362	4.6431525
Bra012692	0	0	0	0
Bra012693	0.126364	0.570477	0.113541	0.278117
Bra012694	39.9851	25.4963	47.72814	44.714856
Bra012695	27.92294	26.61979	25.06414	21.08722
Bra012696	36.1435796	25.8938957	34.8508556	34.3105403
Bra012697	4.1970518	4.907883	3.910111	4.00742607
Bra012698	0	0.00642687	0	0
Bra012699	0.00893974	0.347336	0.0572445	0.504797
Bra012700	0.0317293	0.322973	0.392477	1.4595255
Bra012701	3.15087	1.5353	1.92471	2.64712
Bra012702	0	0.38252225	0	0.15753651
Bra012703	0.4424693564	0.4643306	0.317617545	0.3367988393
Bra012704	0	0	0	0
Bra012705	0	0	0	0
Bra012706	0	0	0	0.00559281
Bra012707	0.0166665	0	0	0
Bra012708	0	0	0	0
Bra012709	23.82155	18.754976	22.50331	16.59612
Bra012710	31.543019	55.459667	60.605768	95.821548
Bra012711	73.0177	45.4999	126.451	4.16769
Bra012712	0.229698	0	0.259073	0
Bra012713	26.685391	27.561334	27.995993	15.638091
Bra012714	3.3521753	12.79625	3.54689022	12.31289
Bra012715	0	0	0	0.0639759
Bra012716	136.24395	115.71476	145.89299	151.23818
Bra012717	0.486712	0.402	0.608943	3.14381
Bra012718	4.05267	3.8400355	3.223327	3.9284194
Bra012719	11.129725	11.585739	11.1672946	13.1523584
Bra012720	10.24824	15.73218	13.06991	36.23886
Bra012721	11.301487	15.369729	10.896466	14.019582
Bra012722	11.1745	104.082	57.5927	180.143
Bra012723	0.435832	4.37809	1.00435	17.2569
Bra012724	220.26412	143.02848	154.730673	79.160628
Bra012725	26.005742	30.356224	20.259405	23.28981
Bra012726	0.00367729	0	0	0.00397874
Bra012727	2.867233	2.878	2.259646	1.637827
Bra012728	0.010176393104	0.0294876	0	0.17043
Bra012729	0	0.0766798	0.0399659	0
Bra012730	5.026402	5.52902496	4.9984304491	4.14701566
Bra012731	19.34068	15.8098	17.55088	15.63233
Bra012732	0	0	0	0
Bra012733	0.283129	0.307438	0.379487	0.405241
Bra012734	22.0082167	16.0827264	19.3479809	14.6686035
Bra012735	3.253065	7.08455	6.5151	27.36577
Bra012736	0.580133	0.144324028459	0.547481333991	0.2973653
Bra012737	0.0594781	0.268186	0.0655211	1.5066144
Bra012738	0	0	0	0
Bra012739	19.3374446	12.4534159	17.7109029	12.4729633
Bra012740	26.230654	16.6441253	23.4048649	17.4630132
Bra012741	83.9472331	85.3828877	77.64756318	59.9874239
Bra012742	27.44419	26.7259	32.13804	27.26507
Bra012743	0.11946467	0.5995875	0.3695424189	0.9355515
Bra012744	2.6185043	4.1294871	2.8480128	2.6481863
Bra012745	6.689139	5.807903	6.637284	5.260376
Bra012746	17.740322	18.851042	21.252454	38.74759
Bra012747	11.00707	16.57205	15.88383	36.74354
Bra012748	0	0	0	0
Bra012749	20.913749	15.855784	23.041724	21.648303
Bra012750	20.95481	32.63892	22.00753	19.11214
Bra012751	37.31915	21.12523	32.79734	22.80959
Bra012752	28.088588	8.437229	32.308615	2.264323
Bra012753	24.6675695	19.64187792	24.5455839	24.0593682
Bra012754	4.8591466	2.8772593	4.0305021	2.8414384
Bra012755	10.5067689	9.9456354	8.4538147	7.395924
Bra012756	0	0	0	0
Bra012757	0	0	0	0
Bra012758	4.980869	5.888448	5.028667	5.753663
Bra012759	31.549313	39.77072	33.385915	40.637002
Bra012760	58.393722	74.866946	71.391709	96.55311
Bra012761	31.1341144	19.936654	27.1510246	21.627445
Bra012762	13.512209	14.158977	13.817275	11.632825
Bra012763	110.63562	157.0508	110.68547	93.42123
Bra012764	430.1924	457.1102	540.262	458.172
Bra012765	2.4538	3.93644	2.64206	6.60923
Bra012766	1.81632	0.823175	1.22295	0.0822886
Bra012767	37.590056	27.99875	27.024774	15.098179
Bra012768	1.327693	2.192281	1.559302	2.471005
Bra012769	0.0332836	0.0151073	0.0479664	0.0324137
Bra012770	0	0	0	0
Bra012771	0	0	0	0
Bra012772	0.153462	0.230682	0.16098	0.345711
